"Suburb","Address","Rooms","Type","Price","Date","Distance","Bedroom","Bathroom","Car","Regionname","Propertycount","Year","Price_thousand"
"Glen Iris","16 Flowerdale Rd",5,"house,cottage,villa,semi,terrace",2e+06,2016-05-14,9.2,5,3,1,"Southern Metropolitan",10412,"2016",2000
"Glen Iris","130 High St",4,"house,cottage,villa,semi,terrace",1550000,2016-05-14,9.2,4,0,0,"Southern Metropolitan",10412,"2016",1550
"Glen Iris","11 Kenilworth Gr",3,"house,cottage,villa,semi,terrace",1625000,2016-05-14,9.2,4,2,4,"Southern Metropolitan",10412,"2016",1625
"Glen Iris","2/14 Nash St",2,"unit,duplex",480000,2016-05-14,9.2,2,1,1,"Southern Metropolitan",10412,"2016",480
"Glen Iris","10 Bardolph St",2,"townhouse",585000,2016-10-15,9.2,2,1,1,"Southern Metropolitan",10412,"2016",585
"Glen Iris","2 Celia St",5,"house,cottage,villa,semi,terrace",1960000,2016-10-15,9.2,5,3,2,"Southern Metropolitan",10412,"2016",1960
"Glen Iris","67 Celia St",4,"house,cottage,villa,semi,terrace",1700000,2016-10-15,9.2,4,3,1,"Southern Metropolitan",10412,"2016",1700
"Glen Iris","8/18 Edgar St",2,"unit,duplex",680000,2016-10-15,9.2,2,1,1,"Southern Metropolitan",10412,"2016",680
"Glen Iris","1/15 Scott Gr",3,"townhouse",1220000,2016-10-15,9.2,3,2,2,"Southern Metropolitan",10412,"2016",1220
"Glen Iris","2/67 Staughton Rd",3,"house,cottage,villa,semi,terrace",1375000,2016-10-15,9.2,3,2,2,"Southern Metropolitan",10412,"2016",1375
"Glen Iris","56 Wills St",2,"house,cottage,villa,semi,terrace",920000,2016-10-15,9.2,2,1,2,"Southern Metropolitan",10412,"2016",920
"Glen Iris","1/38 Edgar St",2,"unit,duplex",382000,2016-07-16,9.2,2,1,1,"Southern Metropolitan",10412,"2016",382
"Glen Iris","1/64 Edgar St N",2,"unit,duplex",545000,2016-07-16,9.2,3,0,0,"Southern Metropolitan",10412,"2016",545
"Glen Iris","1/8 Estella St",4,"townhouse",1350000,2016-07-16,9.2,3,2,2,"Southern Metropolitan",10412,"2016",1350
"Glen Iris","1597 Malvern Rd",2,"house,cottage,villa,semi,terrace",1280000,2016-07-16,9.2,2,1,1,"Southern Metropolitan",10412,"2016",1280
"Glen Iris","27 Celia St",3,"house,cottage,villa,semi,terrace",1825000,2016-09-17,9.2,3,1,2,"Southern Metropolitan",10412,"2016",1825
"Glen Iris","116 High St",5,"house,cottage,villa,semi,terrace",2825000,2016-09-17,9.2,5,4,4,"Southern Metropolitan",10412,"2016",2825
"Glen Iris","1 Maitland St",3,"house,cottage,villa,semi,terrace",2825000,2016-09-17,9.2,4,2,4,"Southern Metropolitan",10412,"2016",2825
"Glen Iris","27 Sunhill Rd",4,"house,cottage,villa,semi,terrace",1825000,2016-09-17,9.2,3,3,2,"Southern Metropolitan",10412,"2016",1825
"Glen Iris","6/219 Burke Rd",1,"unit,duplex",328000,2017-03-18,9.2,1,1,0,"Southern Metropolitan",10412,"2017",328
"Glen Iris","8 Morell St",4,"house,cottage,villa,semi,terrace",2016000,2017-03-18,9.2,4,2,3,"Southern Metropolitan",10412,"2017",2016
"Glen Iris","33 Rosedale Rd",5,"house,cottage,villa,semi,terrace",3085000,2017-03-18,9.2,5,3,3,"Southern Metropolitan",10412,"2017",3085
"Glen Iris","33A Scott Gr",3,"house,cottage,villa,semi,terrace",1710000,2017-03-18,9.2,3,1,3,"Southern Metropolitan",10412,"2017",1710
"Glen Iris","23 Somerset Rd",3,"house,cottage,villa,semi,terrace",1770000,2017-03-18,9.2,3,1,3,"Southern Metropolitan",10412,"2017",1770
"Glen Iris","10 Yeovil Rd",3,"house,cottage,villa,semi,terrace",1765000,2017-03-18,9.2,3,1,2,"Southern Metropolitan",10412,"2017",1765
"Glen Iris","5/138 Milton Pde",2,"unit,duplex",511000,2016-06-18,9.2,2,1,1,"Southern Metropolitan",10412,"2016",511
"Glen Iris","14 Rosedale Rd",3,"house,cottage,villa,semi,terrace",2e+06,2016-06-18,9.2,2,1,2,"Southern Metropolitan",10412,"2016",2000
"Glen Iris","17 Rosedale Rd",2,"house,cottage,villa,semi,terrace",1600000,2016-06-18,9.2,2,2,2,"Southern Metropolitan",10412,"2016",1600
"Glen Iris","20 Ruskin Rd",3,"house,cottage,villa,semi,terrace",1880000,2016-06-18,9.2,3,2,2,"Southern Metropolitan",10412,"2016",1880
"Glen Iris","3 Florence St",5,"house,cottage,villa,semi,terrace",2352500,2016-11-19,9.2,5,3,2,"Southern Metropolitan",10412,"2016",2352.5
"Glen Iris","23 Flowerdale Rd",5,"house,cottage,villa,semi,terrace",3860000,2016-11-19,9.2,5,4,2,"Southern Metropolitan",10412,"2016",3860
"Glen Iris","31 Gardiner Pde",4,"house,cottage,villa,semi,terrace",2625000,2016-11-19,9.2,4,3,2,"Southern Metropolitan",10412,"2016",2625
"Glen Iris","5/1679 Malvern Rd",2,"unit,duplex",856500,2016-11-19,9.2,2,1,1,"Southern Metropolitan",10412,"2016",856.5
"Glen Iris","2b York Rd",5,"house,cottage,villa,semi,terrace",1650000,2016-05-22,9.2,5,2,2,"Southern Metropolitan",10412,"2016",1650
"Glen Iris","1/58 Edgar St N",2,"townhouse",6e+05,2016-08-22,9.2,2,1,1,"Southern Metropolitan",10412,"2016",600
"Glen Iris","2/13 Estella St",2,"unit,duplex",690000,2016-09-24,9.2,2,1,2,"Southern Metropolitan",10412,"2016",690
"Glen Iris","7 Hope St",3,"townhouse",1200000,2016-09-24,9.2,3,2,2,"Southern Metropolitan",10412,"2016",1200
"Glen Iris","15 Howitt St",4,"house,cottage,villa,semi,terrace",3010000,2016-09-24,9.2,3,3,2,"Southern Metropolitan",10412,"2016",3010
"Glen Iris","3/32 Iris Rd",2,"unit,duplex",785000,2016-09-24,9.2,2,1,1,"Southern Metropolitan",10412,"2016",785
"Glen Iris","98 Bath Rd",4,"house,cottage,villa,semi,terrace",1950000,2017-02-25,9.2,4,2,2,"Southern Metropolitan",10412,"2017",1950
"Glen Iris","28 Ferndale Rd",3,"house,cottage,villa,semi,terrace",2200000,2017-02-25,9.2,3,1,2,"Southern Metropolitan",10412,"2017",2200
"Glen Iris","32 Howie St",3,"house,cottage,villa,semi,terrace",1751000,2017-02-25,9.2,3,1,3,"Southern Metropolitan",10412,"2017",1751
"Glen Iris","22 Kyarra Rd",4,"house,cottage,villa,semi,terrace",1857000,2017-02-25,9.2,4,2,3,"Southern Metropolitan",10412,"2017",1857
"Glen Iris","14/1737 Malvern Rd",1,"unit,duplex",375000,2017-02-25,9.2,1,1,1,"Southern Metropolitan",10412,"2017",375
"Glen Iris","4/15 Rix St",2,"unit,duplex",720000,2017-02-25,9.2,2,1,2,"Southern Metropolitan",10412,"2017",720
"Glen Iris","8 Rix St",3,"house,cottage,villa,semi,terrace",1500000,2017-02-25,9.2,3,1,3,"Southern Metropolitan",10412,"2017",1500
"Glen Iris","78 Valley Pde",4,"house,cottage,villa,semi,terrace",2725000,2017-02-25,9.2,4,3,2,"Southern Metropolitan",10412,"2017",2725
"Glen Iris","8 Hadley Ct",2,"house,cottage,villa,semi,terrace",1723000,2016-07-26,9.2,2,1,1,"Southern Metropolitan",10412,"2016",1723
"Glen Iris","2/7 Maitland St",2,"unit,duplex",529500,2016-07-26,9.2,2,1,1,"Southern Metropolitan",10412,"2016",529.5
"Glen Iris","1687 Malvern Rd",3,"house,cottage,villa,semi,terrace",2800000,2016-07-26,9.2,3,1,2,"Southern Metropolitan",10412,"2016",2800
"Glen Iris","21 Beatrice St",3,"house,cottage,villa,semi,terrace",1665000,2016-06-27,9.2,3,1,2,"Southern Metropolitan",10412,"2016",1665
"Glen Iris","8/251 Burke Rd",2,"unit,duplex",6e+05,2016-06-27,9.2,2,1,1,"Southern Metropolitan",10412,"2016",600
"Glen Iris","60 Madeline St",3,"house,cottage,villa,semi,terrace",1420000,2016-06-27,9.2,3,1,2,"Southern Metropolitan",10412,"2016",1420
"Glen Iris","44A Beryl St",3,"house,cottage,villa,semi,terrace",1550000,2016-11-27,9.2,3,2,2,"Southern Metropolitan",10412,"2016",1550
"Glen Iris","3/1526 High St",1,"unit,duplex",420000,2016-11-27,9.2,1,1,1,"Southern Metropolitan",10412,"2016",420
"Glen Iris","53 Madeline St",4,"house,cottage,villa,semi,terrace",1920000,2016-11-27,9.2,4,2,2,"Southern Metropolitan",10412,"2016",1920
"Glen Iris","21 Park Rd",5,"house,cottage,villa,semi,terrace",2100000,2016-11-27,9.2,5,3,2,"Southern Metropolitan",10412,"2016",2100
"Glen Iris","14 Queens Pde",5,"house,cottage,villa,semi,terrace",2410000,2016-11-27,9.2,5,2,2,"Southern Metropolitan",10412,"2016",2410
"Glen Iris","30 Valley Pde",4,"house,cottage,villa,semi,terrace",2100000,2016-11-27,9.2,4,2,2,"Southern Metropolitan",10412,"2016",2100
"Glen Iris","15 Yeovil Rd",4,"house,cottage,villa,semi,terrace",2950000,2016-11-27,9.2,4,2,2,"Southern Metropolitan",10412,"2016",2950
"Glen Iris","4/68 Edgar St N",2,"unit,duplex",390000,2016-05-28,9.2,2,1,1,"Southern Metropolitan",10412,"2016",390
"Glen Iris","3 Fairview Gr",5,"house,cottage,villa,semi,terrace",3365000,2016-05-28,9.2,5,2,2,"Southern Metropolitan",10412,"2016",3365
"Glen Iris","1 Rosedale Rd",4,"house,cottage,villa,semi,terrace",1390000,2016-05-28,9.2,3,2,3,"Southern Metropolitan",10412,"2016",1390
"Glen Iris","59 Staughton Rd",4,"house,cottage,villa,semi,terrace",1802000,2016-05-28,9.2,4,3,2,"Southern Metropolitan",10412,"2016",1802
"Glen Iris","2 Bell St",3,"house,cottage,villa,semi,terrace",1310000,2016-08-28,9.2,3,1,2,"Southern Metropolitan",10412,"2016",1310
"Glen Iris","24 Brandon St",3,"house,cottage,villa,semi,terrace",1931000,2016-08-28,9.2,3,2,2,"Southern Metropolitan",10412,"2016",1931
"Glen Iris","45 Rosedale Rd",4,"house,cottage,villa,semi,terrace",2e+06,2016-08-28,9.2,3,2,4,"Southern Metropolitan",10412,"2016",2000
"Glen Iris","318 Tooronga Rd",2,"house,cottage,villa,semi,terrace",1250000,2016-08-28,9.2,2,1,2,"Southern Metropolitan",10412,"2016",1250
"Glen Iris","35 Adrian St",5,"house,cottage,villa,semi,terrace",2400000,2016-07-30,9.2,5,3,2,"Southern Metropolitan",10412,"2016",2400
"Glen Iris","8/13 Glenvale Rd",2,"unit,duplex",460000,2016-07-30,9.2,2,1,1,"Southern Metropolitan",10412,"2016",460
"Glenroy","89 John St",3,"house,cottage,villa,semi,terrace",610000,2016-09-03,13,3,1,2,"Northern Metropolitan",8870,"2016",610
"Glenroy","55 Daley St",3,"house,cottage,villa,semi,terrace",610000,2016-12-03,13,3,1,3,"Northern Metropolitan",8870,"2016",610
"Glenroy","2/74 Daley St",3,"townhouse",555000,2016-12-03,13,3,2,2,"Northern Metropolitan",8870,"2016",555
"Glenroy","62 Farview St",3,"house,cottage,villa,semi,terrace",5e+05,2016-12-03,13,3,1,1,"Northern Metropolitan",8870,"2016",500
"Glenroy","39 Morley St",3,"house,cottage,villa,semi,terrace",806500,2016-12-03,13,3,1,2,"Northern Metropolitan",8870,"2016",806.5
"Glenroy","23 Wheatsheaf Rd",5,"house,cottage,villa,semi,terrace",1150000,2016-12-03,13,5,3,2,"Northern Metropolitan",8870,"2016",1150
"Glenroy","13 Acacia St",5,"house,cottage,villa,semi,terrace",850000,2017-03-04,13,5,3,1,"Northern Metropolitan",8870,"2017",850
"Glenroy","2 Roy St",4,"house,cottage,villa,semi,terrace",550000,2017-03-04,13,4,2,1,"Northern Metropolitan",8870,"2017",550
"Glenroy","42 Sadie St",3,"house,cottage,villa,semi,terrace",822000,2017-03-04,13,3,1,4,"Northern Metropolitan",8870,"2017",822
"Glenroy","15 Stanley St",3,"house,cottage,villa,semi,terrace",980000,2017-03-04,13,3,2,3,"Northern Metropolitan",8870,"2017",980
"Glenroy","123 Glenroy Rd",3,"house,cottage,villa,semi,terrace",670000,2016-08-06,13,3,1,1,"Northern Metropolitan",8870,"2016",670
"Glenroy","3/27 Harold St",2,"unit,duplex",430000,2016-08-06,13,2,1,1,"Northern Metropolitan",8870,"2016",430
"Glenroy","46 Stanley St",4,"house,cottage,villa,semi,terrace",1025000,2016-08-06,13,4,2,4,"Northern Metropolitan",8870,"2016",1025
"Glenroy","1c Barwon St",2,"house,cottage,villa,semi,terrace",540000,2016-05-07,13,2,1,1,"Northern Metropolitan",8870,"2016",540
"Glenroy","79 Glen St",2,"house,cottage,villa,semi,terrace",530000,2016-11-07,13,2,1,2,"Northern Metropolitan",8870,"2016",530
"Glenroy","11 Caldwell St",3,"house,cottage,villa,semi,terrace",721000,2016-10-08,13,3,1,2,"Northern Metropolitan",8870,"2016",721
"Glenroy","1 Gordon Ct",3,"house,cottage,villa,semi,terrace",737000,2016-10-08,13,3,1,4,"Northern Metropolitan",8870,"2016",737
"Glenroy","134 John St",3,"house,cottage,villa,semi,terrace",575500,2016-10-08,13,3,1,1,"Northern Metropolitan",8870,"2016",575.5
"Glenroy","4 Lyons St",3,"house,cottage,villa,semi,terrace",6e+05,2016-10-08,13,3,1,2,"Northern Metropolitan",8870,"2016",600
"Glenroy","24a Morell St",3,"house,cottage,villa,semi,terrace",460000,2016-10-08,13,3,2,2,"Northern Metropolitan",8870,"2016",460
"Glenroy","1/919 Pascoe Vale Rd",3,"townhouse",370000,2016-10-08,13,3,2,1,"Northern Metropolitan",8870,"2016",370
"Glenroy","6 Cosmos St",3,"house,cottage,villa,semi,terrace",691000,2016-09-10,13,3,1,2,"Northern Metropolitan",8870,"2016",691
"Glenroy","62 Everard St",3,"house,cottage,villa,semi,terrace",5e+05,2016-09-10,13,3,1,1,"Northern Metropolitan",8870,"2016",500
"Glenroy","3/28 Stanley St",3,"townhouse",545000,2016-09-10,13,3,2,1,"Northern Metropolitan",8870,"2016",545
"Glenroy","30 Bourchier St",3,"house,cottage,villa,semi,terrace",670000,2016-12-10,13,3,1,4,"Northern Metropolitan",8870,"2016",670
"Glenroy","44 Daley St",3,"house,cottage,villa,semi,terrace",572000,2016-12-10,13,3,1,2,"Northern Metropolitan",8870,"2016",572
"Glenroy","6 Dromana St",4,"house,cottage,villa,semi,terrace",702000,2016-12-10,13,4,1,4,"Northern Metropolitan",8870,"2016",702
"Glenroy","137 Glenroy Rd",2,"house,cottage,villa,semi,terrace",730000,2016-12-10,13,2,1,1,"Northern Metropolitan",8870,"2016",730
"Glenroy","24 Trevannion St",3,"house,cottage,villa,semi,terrace",711500,2016-12-10,13,3,1,3,"Northern Metropolitan",8870,"2016",711.5
"Glenroy","1 Tudor St",3,"house,cottage,villa,semi,terrace",820000,2016-12-10,13,3,2,4,"Northern Metropolitan",8870,"2016",820
"Glenroy","45 Cosmos St",5,"house,cottage,villa,semi,terrace",810000,2017-03-11,13,5,4,4,"Northern Metropolitan",8870,"2017",810
"Glenroy","9/11 Currajong St",2,"unit,duplex",250000,2016-11-12,13,2,1,1,"Northern Metropolitan",8870,"2016",250
"Glenroy","1/1 Danae St",3,"townhouse",460000,2016-11-12,13,3,1,1,"Northern Metropolitan",8870,"2016",460
"Glenroy","24 Sadie St",3,"house,cottage,villa,semi,terrace",793000,2016-11-12,13,3,1,2,"Northern Metropolitan",8870,"2016",793
"Glenroy","7/89 Station Rd",2,"unit,duplex",340000,2016-11-12,13,2,1,1,"Northern Metropolitan",8870,"2016",340
"Glenroy","57 View St",3,"house,cottage,villa,semi,terrace",596000,2016-11-12,13,3,1,3,"Northern Metropolitan",8870,"2016",596
"Glenroy","149 Augustine Tce",3,"house,cottage,villa,semi,terrace",447500,2016-10-15,13,3,1,1,"Northern Metropolitan",8870,"2016",447.5
"Glenroy","45 Fran St",3,"house,cottage,villa,semi,terrace",588000,2016-10-15,13,3,1,1,"Northern Metropolitan",8870,"2016",588
"Glenroy","1/25 Morell St",3,"house,cottage,villa,semi,terrace",420000,2016-10-15,13,3,1,2,"Northern Metropolitan",8870,"2016",420
"Glenroy","2/22 Sadie St",2,"unit,duplex",410000,2016-10-15,13,2,1,2,"Northern Metropolitan",8870,"2016",410
"Glenroy","44 Widford St",3,"house,cottage,villa,semi,terrace",688000,2016-10-15,13,3,1,4,"Northern Metropolitan",8870,"2016",688
"Glenroy","57 Widford St",3,"house,cottage,villa,semi,terrace",612500,2016-10-15,13,3,2,3,"Northern Metropolitan",8870,"2016",612.5
"Glenroy","40 View St",3,"house,cottage,villa,semi,terrace",525000,2016-04-16,13,3,1,1,"Northern Metropolitan",8870,"2016",525
"Glenroy","10 Anselm Gr",3,"house,cottage,villa,semi,terrace",703000,2016-09-17,13,3,1,4,"Northern Metropolitan",8870,"2016",703
"Glenroy","1/112 Cardinal Rd",4,"townhouse",608000,2016-09-17,13,3,2,1,"Northern Metropolitan",8870,"2016",608
"Glenroy","55 Fran St",5,"house,cottage,villa,semi,terrace",705000,2016-09-17,13,5,3,2,"Northern Metropolitan",8870,"2016",705
"Glenroy","6/2 Murrell St",2,"unit,duplex",320500,2016-09-17,13,2,1,1,"Northern Metropolitan",8870,"2016",320.5
"Glenroy","21A Cosmos St",3,"house,cottage,villa,semi,terrace",577000,2017-03-18,13,3,1,2,"Northern Metropolitan",8870,"2017",577
"Glenroy","14/854 Pascoe Vale Rd",2,"unit,duplex",230000,2017-03-18,13,2,1,1,"Northern Metropolitan",8870,"2017",230
"Glenroy","2/36 Prospect St",4,"townhouse",607000,2017-03-18,13,4,3,2,"Northern Metropolitan",8870,"2017",607
"Glenroy","139 John St",3,"house,cottage,villa,semi,terrace",765500,2016-06-18,13,3,2,2,"Northern Metropolitan",8870,"2016",765.5
"Glenroy","2/709 Pascoe Vale Rd",3,"unit,duplex",470000,2016-06-18,13,3,1,2,"Northern Metropolitan",8870,"2016",470
"Glenroy","1/2 Prospect St",3,"unit,duplex",482500,2016-06-18,13,3,1,1,"Northern Metropolitan",8870,"2016",482.5
"Glenroy","48 Everard St",3,"house,cottage,villa,semi,terrace",580000,2016-11-19,13,3,1,2,"Northern Metropolitan",8870,"2016",580
"Glenroy","3/4 Murrell St",2,"townhouse",434500,2016-11-19,13,2,1,1,"Northern Metropolitan",8870,"2016",434.5
"Glenroy","1/38 Stanley St",2,"unit,duplex",620250,2016-11-19,13,2,1,2,"Northern Metropolitan",8870,"2016",620.25
"Glenroy","128 Widford St",3,"house,cottage,villa,semi,terrace",710000,2016-11-19,13,3,1,1,"Northern Metropolitan",8870,"2016",710
"Glenroy","54 Cromwell St",4,"house,cottage,villa,semi,terrace",630000,2016-05-22,13,3,1,2,"Northern Metropolitan",8870,"2016",630
"Glenroy","37 Farview St",2,"townhouse",420000,2016-05-22,13,2,1,1,"Northern Metropolitan",8870,"2016",420
"Glenroy","106 Outlook Dr",3,"house,cottage,villa,semi,terrace",6e+05,2016-05-22,13,3,1,4,"Northern Metropolitan",8870,"2016",600
"Glenroy","1/7 Harold St",3,"townhouse",550000,2016-08-22,13,3,2,2,"Northern Metropolitan",8870,"2016",550
"Glenroy","2/27 Morley St",3,"unit,duplex",460000,2016-08-22,13,3,2,1,"Northern Metropolitan",8870,"2016",460
"Glenroy","46 Moonee Bvd",4,"house,cottage,villa,semi,terrace",6e+05,2016-04-23,13,4,1,2,"Northern Metropolitan",8870,"2016",600
"Glenroy","47 Cardinal Rd",4,"house,cottage,villa,semi,terrace",1217500,2016-09-24,13,4,3,2,"Northern Metropolitan",8870,"2016",1217.5
"Glenroy","135 Hilton St",3,"house,cottage,villa,semi,terrace",6e+05,2016-09-24,13,3,1,2,"Northern Metropolitan",8870,"2016",600
"Glenroy","29 Moonee Bvd",3,"house,cottage,villa,semi,terrace",570000,2016-09-24,13,3,2,2,"Northern Metropolitan",8870,"2016",570
"Glenroy","46 Sadie St",4,"house,cottage,villa,semi,terrace",655000,2016-09-24,13,4,1,2,"Northern Metropolitan",8870,"2016",655
"Glenroy","118 Bindi St",3,"house,cottage,villa,semi,terrace",5e+05,2017-02-25,13,3,1,4,"Northern Metropolitan",8870,"2017",500
"Glenroy","65 Farview St",3,"house,cottage,villa,semi,terrace",762700,2017-02-25,13,3,1,4,"Northern Metropolitan",8870,"2017",762.7
"Glenroy","3/27 Gladstone Pde",2,"unit,duplex",465000,2017-02-25,13,2,1,1,"Northern Metropolitan",8870,"2017",465
"Glenroy","52 Glenroy Rd",2,"house,cottage,villa,semi,terrace",741250,2017-02-25,13,2,1,1,"Northern Metropolitan",8870,"2017",741.25
"Glenroy","4/36 Acacia St",2,"townhouse",488500,2016-06-27,13,2,2,1,"Northern Metropolitan",8870,"2016",488.5
"Glenroy","44 Everard St",4,"house,cottage,villa,semi,terrace",787500,2016-06-27,13,4,2,2,"Northern Metropolitan",8870,"2016",787.5
"Glenroy","1/47 Lytton St",2,"unit,duplex",442000,2016-06-27,13,3,1,1,"Northern Metropolitan",8870,"2016",442
"Glenroy","107 Glenroy Rd",4,"house,cottage,villa,semi,terrace",1e+06,2016-11-27,13,4,2,8,"Northern Metropolitan",8870,"2016",1000
"Glenroy","4 Glenroy Rd",2,"house,cottage,villa,semi,terrace",726335,2016-11-27,13,2,1,2,"Northern Metropolitan",8870,"2016",726.335
"Glenroy","165 Hilton St",4,"house,cottage,villa,semi,terrace",630000,2016-11-27,13,4,2,2,"Northern Metropolitan",8870,"2016",630
"Glenroy","72 Pecham St",3,"house,cottage,villa,semi,terrace",670000,2016-11-27,13,3,1,3,"Northern Metropolitan",8870,"2016",670
"Glenroy","3/48 William St",2,"house,cottage,villa,semi,terrace",417000,2016-11-27,13,2,1,1,"Northern Metropolitan",8870,"2016",417
"Glenroy","3/132 Widford St",3,"townhouse",440000,2016-05-28,13,3,2,1,"Northern Metropolitan",8870,"2016",440
"Glenroy","14 William St",3,"house,cottage,villa,semi,terrace",501000,2016-05-28,13,3,1,1,"Northern Metropolitan",8870,"2016",501
"Glenroy","23 Cromwell St",3,"house,cottage,villa,semi,terrace",660000,2016-08-28,13,3,1,2,"Northern Metropolitan",8870,"2016",660
"Glenroy","16 York St",3,"house,cottage,villa,semi,terrace",722000,2016-08-28,13,3,1,3,"Northern Metropolitan",8870,"2016",722
"Glenroy","2/4 Ash Ct",2,"house,cottage,villa,semi,terrace",270000,2016-07-30,13,2,1,1,"Northern Metropolitan",8870,"2016",270
"Glenroy","44 Morley St",4,"house,cottage,villa,semi,terrace",825000,2016-07-30,13,4,2,4,"Northern Metropolitan",8870,"2016",825
"Glenroy","33 View St",4,"house,cottage,villa,semi,terrace",638000,2016-07-30,13,4,2,1,"Northern Metropolitan",8870,"2016",638
"Gowanbrae","1 Gowanbrae Dr",3,"house,cottage,villa,semi,terrace",631000,2016-09-03,13.6,3,2,2,"Western Metropolitan",1071,"2016",631
"Gowanbrae","31 Seggan Cir",3,"townhouse",532000,2016-09-03,13.6,3,2,1,"Western Metropolitan",1071,"2016",532
"Gowanbrae","13 Seggan Cir",3,"house,cottage,villa,semi,terrace",5e+05,2017-03-04,13.6,3,2,1,"Western Metropolitan",1071,"2017",500
"Gowanbrae","41 Balerno Cir",3,"house,cottage,villa,semi,terrace",504000,2016-08-06,13.6,3,2,1,"Western Metropolitan",1071,"2016",504
"Gowanbrae","39 Balerno Cir",3,"townhouse",468000,2016-05-07,13.6,3,2,2,"Western Metropolitan",1071,"2016",468
"Gowanbrae","2 Mirrim Pl",4,"house,cottage,villa,semi,terrace",802500,2016-11-12,13.6,4,2,2,"Western Metropolitan",1071,"2016",802.5
"Gowanbrae","3 Gowanbrae Dr",3,"house,cottage,villa,semi,terrace",7e+05,2016-04-16,13.6,3,2,2,"Western Metropolitan",1071,"2016",700
"Gowanbrae","42 Seggan Cir",3,"house,cottage,villa,semi,terrace",485000,2016-04-16,13.6,3,2,1,"Western Metropolitan",1071,"2016",485
"Gowanbrae","6 Birk Ct",3,"house,cottage,villa,semi,terrace",540000,2016-11-19,13.6,3,2,1,"Western Metropolitan",1071,"2016",540
"Gowanbrae","24 Balerno Cir",3,"house,cottage,villa,semi,terrace",390000,2016-04-23,13.6,3,2,1,"Western Metropolitan",1071,"2016",390
"Gowanbrae","18 Primula Bvd",4,"house,cottage,villa,semi,terrace",8e+05,2016-07-26,13.6,4,2,2,"Western Metropolitan",1071,"2016",800
"Gowanbrae","14 Birk Ct",3,"house,cottage,villa,semi,terrace",525000,2016-06-27,13.6,3,2,1,"Western Metropolitan",1071,"2016",525
"Gowanbrae","8 Perth Ct",4,"house,cottage,villa,semi,terrace",740000,2016-06-27,13.6,4,2,2,"Western Metropolitan",1071,"2016",740
"Hadfield","20 Bedford St",3,"house,cottage,villa,semi,terrace",605000,2016-09-03,12.1,3,1,2,"Northern Metropolitan",2606,"2016",605
"Hadfield","29 Sutherland St",3,"house,cottage,villa,semi,terrace",685500,2016-09-03,12.1,3,1,2,"Northern Metropolitan",2606,"2016",685.5
"Hadfield","2 Knole St",2,"house,cottage,villa,semi,terrace",610000,2016-12-03,12.1,2,1,1,"Northern Metropolitan",2606,"2016",610
"Hadfield","8 Sherwood St",3,"house,cottage,villa,semi,terrace",630000,2016-12-03,12.1,3,1,1,"Northern Metropolitan",2606,"2016",630
"Hadfield","4 Surrey St",4,"house,cottage,villa,semi,terrace",870000,2016-12-03,12.1,4,3,5,"Northern Metropolitan",2606,"2016",870
"Hadfield","26 South St",3,"house,cottage,villa,semi,terrace",810000,2017-03-04,12.1,3,2,2,"Northern Metropolitan",2606,"2017",810
"Hadfield","70 West St",3,"house,cottage,villa,semi,terrace",840000,2017-03-04,12.1,3,1,2,"Northern Metropolitan",2606,"2017",840
"Hadfield","16 Bedford St",5,"house,cottage,villa,semi,terrace",585000,2016-06-04,12.1,5,2,1,"Northern Metropolitan",2606,"2016",585
"Hadfield","41 Davies St",4,"house,cottage,villa,semi,terrace",772500,2016-06-04,12.1,3,2,2,"Northern Metropolitan",2606,"2016",772.5
"Hadfield","21a Edgar St",3,"unit,duplex",465000,2016-06-04,12.1,3,1,1,"Northern Metropolitan",2606,"2016",465
"Hadfield","10 Volga St",3,"house,cottage,villa,semi,terrace",719000,2016-10-08,12.1,3,1,4,"Northern Metropolitan",2606,"2016",719
"Hadfield","2/3 Surrey St",2,"unit,duplex",487000,2016-09-10,12.1,2,1,2,"Northern Metropolitan",2606,"2016",487
"Hadfield","115 West St",4,"house,cottage,villa,semi,terrace",7e+05,2016-09-10,12.1,2,2,2,"Northern Metropolitan",2606,"2016",700
"Hadfield","148 West St",4,"house,cottage,villa,semi,terrace",600500,2016-09-10,12.1,4,2,1,"Northern Metropolitan",2606,"2016",600.5
"Hadfield","27 Middle St",3,"house,cottage,villa,semi,terrace",730000,2016-12-10,12.1,3,1,2,"Northern Metropolitan",2606,"2016",730
"Hadfield","75 West St",3,"house,cottage,villa,semi,terrace",8e+05,2016-12-10,12.1,3,2,2,"Northern Metropolitan",2606,"2016",800
"Hadfield","25 Francis St",4,"house,cottage,villa,semi,terrace",918000,2017-02-11,12.1,4,2,2,"Northern Metropolitan",2606,"2017",918
"Hadfield","24 South St",3,"townhouse",750000,2016-06-12,12.1,3,2,2,"Northern Metropolitan",2606,"2016",750
"Hadfield","40 Angus St",3,"house,cottage,villa,semi,terrace",740000,2016-11-12,12.1,3,1,1,"Northern Metropolitan",2606,"2016",740
"Hadfield","72 Middle St",3,"house,cottage,villa,semi,terrace",721000,2016-11-12,12.1,3,1,3,"Northern Metropolitan",2606,"2016",721
"Hadfield","9 South St",3,"house,cottage,villa,semi,terrace",646000,2016-11-12,12.1,3,1,2,"Northern Metropolitan",2606,"2016",646
